-----------------------------------
数据大于1M,已自动保存: /Serial_Assistant_Cfg/Auto_Save/2024-07-04_19-05-40.txt
-----------------------------------
[19:05:40.912] {A=-19.602,B=-9.60195,C=0.398049,D=10.398,E=20.398,F=30.398,G=40.398,H=50.398,I=60.398,J=70.398}
[19:05:58.306] {A=-57.4543,B=-47.4543,C=-37.4543,D=-27.4543,E=-17.4543,F=-7.45431,G=2.54569,H=12.5457,I=22.5457,J=32.5457}
[19:05:58.320] {A=-52.2044,B=-42.2044,C=-32.2044,D=-22.2044,E=-12.2044,F=-2.20442,G=7.79558,H=17.7956,I=27.7956,J=37.7956}
[19:05:58.323] {A=-46.7487,B=-36.7487,C=-26.7487,D=-16.7487,E=-6.7487,F=3.2513,G=13.2513,H=23.2513,I=33.2513,J=43.2513}
[19:05:58.333] {A=-41.1087,B=-31.1087,C=-21.1087,D=-11.1087,E=-1.10867,F=8.89133,G=18.8913,H=28.8913,I=38.8913,J=48.8913}
[19:05:58.344] {A=-35.3066,B=-25.3066,C=-15.3066,D=-5.30657,E=4.69343,F=14.6934,G=24.6934,H=34.6934,I=44.6934,J=54.6934}
[19:05:58.359] {A=-29.3653,B=-19.3653,C=-9.36528,D=0.634722,E=10.6347,F=20.6347,G=30.6347,H=40.6347,I=50.6347,J=60.6347}
[19:05:58.372] {A=-23.3082,B=-13.3082,C=-3.30821,D=6.69179,E=16.6918,F=26.6918,G=36.6918,H=46.6918,I=56.6918,J=66.6918}
[19:05:58.375] {A=-17.1592,B=-7.15924,C=2.84076,D=12.8408,E=22.8408,F=32.8408,G=42.8408,H=52.8408,I=62.8408,J=72.8408}
[19:05:58.391] {A=-10.9426,B=-0.942629,C=9.05737,D=19.0574,E=29.0574,F=39.0574,G=49.0574,H=59.0574,I=69.0574,J=79.0574}
[19:05:58.397] {A=-4.68287,B=5.31713,C=15.3171,D=25.3171,E=35.3171,F=45.3171,G=55.3171,H=65.3171,I=75.3171,J=85.3171}
[19:05:58.414] {A=1.59535,B=11.5953,C=21.5953,D=31.5953,E=41.5953,F=51.5953,G=61.5953,H=71.5953,I=81.5953,J=91.5953}
[19:05:58.415] {A=7.86728,B=17.8673,C=27.8673,D=37.8673,E=47.8673,F=57.8673,G=67.8673,H=77.8673,I=87.8673,J=97.8673}
[19:05:58.432] {A=14.1082,B=24.1082,C=34.1082,D=44.1082,E=54.1082,F=64.1082,G=74.1082,H=84.1082,I=94.1082,J=104.108}
[19:05:58.437] {A=20.2935,B=30.2935,C=40.2935,D=50.2935,E=60.2935,F=70.2935,G=80.2935,H=90.2935,I=100.293,J=110.293}
[19:05:58.444] {A=26.3988,B=36.3988,C=46.3988,D=56.3988,E=66.3988,F=76.3988,G=86.3988,H=96.3988,I=106.399,J=116.399}
[19:05:58.457] {A=32.4,B=42.4,C=52.4,D=62.4,E=72.4,F=82.4,G=92.4,H=102.4,I=112.4,J=122.4}
[19:05:58.468] {A=38.2734,B=48.2734,C=58.2734,D=68.2734,E=78.2734,F=88.2734,G=98.2734,H=108.273,I=118.273,J=128.273}
[19:05:58.484] {A=43.996,B=53.996,C=63.996,D=73.996,E=83.996,F=93.996,G=103.996,H=113.996,I=123.996,J=133.996}
[19:05:58.484] {A=49.5451,B=59.5451,C=69.5451,D=79.5451,E=89.5451,F=99.5451,G=109.545,H=119.545,I=129.545,J=139.545}
[19:05:58.497] {A=54.8989,B=64.8989,C=74.8989,D=84.8989,E=94.8989,F=104.899,G=114.899,H=124.899,I=134.899,J=144.899}
[19:05:58.505] {A=60.0362,B=70.0362,C=80.0362,D=90.0362,E=100.036,F=110.036,G=120.036,H=130.036,I=140.036,J=150.036}
[19:05:58.515] {A=64.9369,B=74.9369,C=84.9369,D=94.9369,E=104.937,F=114.937,G=124.937,H=134.937,I=144.937,J=154.937}
[19:05:58.538] {A=69.5815,B=79.5815,C=89.5815,D=99.5815,E=109.582,F=119.582,G=129.582,H=139.582,I=149.582,J=159.582}
[19:05:58.539] {A=73.9518,B=83.9518,C=93.9518,D=103.952,E=113.952,F=123.952,G=133.952,H=143.952,I=153.952,J=163.952}
[19:05:58.544] {A=78.0305,B=88.0305,C=98.0305,D=108.031,E=118.031,F=128.031,G=138.031,H=148.031,I=158.031,J=168.031}
[19:05:58.562] {A=81.8017,B=91.8017,C=101.802,D=111.802,E=121.802,F=131.802,G=141.802,H=151.802,I=161.802,J=171.802}
[19:05:58.566] {A=85.2502,B=95.2502,C=105.25,D=115.25,E=125.25,F=135.25,G=145.25,H=155.25,I=165.25,J=175.25}
[19:05:58.585] {A=88.3627,B=98.3627,C=108.363,D=118.363,E=128.363,F=138.363,G=148.363,H=158.363,I=168.363,J=178.363}
[19:05:58.586] {A=91.1269,B=101.127,C=111.127,D=121.127,E=131.127,F=141.127,G=151.127,H=161.127,I=171.127,J=181.127}
[19:05:58.598] {A=93.5317,B=103.532,C=113.532,D=123.532,E=133.532,F=143.532,G=153.532,H=163.532,I=173.532,J=183.532}
[19:05:58.610] {A=95.5678,B=105.568,C=115.568,D=125.568,E=135.568,F=145.568,G=155.568,H=165.568,I=175.568,J=185.568}
[19:05:58.613] {A=97.2271,B=107.227,C=117.227,D=127.227,E=137.227,F=147.227,G=157.227,H=167.227,I=177.227,J=187.227}
[19:05:58.632] {A=98.5031,B=108.503,C=118.503,D=128.503,E=138.503,F=148.503,G=158.503,H=168.503,I=178.503,J=188.503}
[19:05:58.639] {A=99.3907,B=109.391,C=119.391,D=129.391,E=139.391,F=149.391,G=159.391,H=169.391,I=179.391,J=189.391}
[19:05:58.645] {A=99.8865,B=109.887,C=119.887,D=129.887,E=139.887,F=149.887,G=159.887,H=169.887,I=179.887,J=189.887}
[19:05:58.659] {A=99.9885,B=109.989,C=119.989,D=129.989,E=139.989,F=149.989,G=159.989,H=169.989,I=179.989,J=189.989}
[19:05:58.664] {A=99.6963,B=109.696,C=119.696,D=129.696,E=139.696,F=149.696,G=159.696,H=169.696,I=179.696,J=189.696}
[19:05:58.683] {A=99.011,B=109.011,C=119.011,D=129.011,E=139.011,F=149.011,G=159.011,H=169.011,I=179.011,J=189.011}
[19:05:58.684] {A=97.9354,B=107.935,C=117.935,D=127.935,E=137.935,F=147.935,G=157.935,H=167.935,I=177.935,J=187.935}
[19:05:58.695] {A=96.4736,B=106.474,C=116.474,D=126.474,E=136.474,F=146.474,G=156.474,H=166.474,I=176.474,J=186.474}
[19:05:58.706] {A=94.6315,B=104.631,C=114.631,D=124.631,E=134.631,F=144.631,G=154.631,H=164.631,I=174.631,J=184.631}
[19:05:58.713] {A=92.4163,B=102.416,C=112.416,D=122.416,E=132.416,F=142.416,G=152.416,H=162.416,I=172.416,J=182.416}
[19:05:58.726] {A=89.8367,B=99.8367,C=109.837,D=119.837,E=129.837,F=139.837,G=149.837,H=159.837,I=169.837,J=179.837}
[19:05:58.746] {A=86.903,B=96.903,C=106.903,D=116.903,E=126.903,F=136.903,G=146.903,H=156.903,I=166.903,J=176.903}
[19:05:58.747] {A=83.6267,B=93.6267,C=103.627,D=113.627,E=123.627,F=133.627,G=143.627,H=153.627,I=163.627,J=173.627}
[19:05:58.755] {A=80.0206,B=90.0206,C=100.021,D=110.021,E=120.021,F=130.021,G=140.021,H=150.021,I=160.021,J=170.021}
[19:05:58.766] {A=76.0991,B=86.0991,C=96.0991,D=106.099,E=116.099,F=126.099,G=136.099,H=146.099,I=156.099,J=166.099}
[19:05:58.776] {A=71.8775,B=81.8775,C=91.8775,D=101.877,E=111.877,F=121.877,G=131.877,H=141.877,I=151.877,J=161.877}
[19:05:58.787] {A=67.3725,B=77.3725,C=87.3725,D=97.3725,E=107.373,F=117.373,G=127.373,H=137.373,I=147.373,J=157.373}
[19:05:58.794] {A=62.602,B=72.602,C=82.602,D=92.602,E=102.602,F=112.602,G=122.602,H=132.602,I=142.602,J=152.602}
[19:05:58.806] {A=57.5846,B=67.5846,C=77.5846,D=87.5846,E=97.5846,F=107.585,G=117.585,H=127.585,I=137.585,J=147.585}
[19:05:58.824] {A=52.3402,B=62.3402,C=72.3402,D=82.3402,E=92.3402,F=102.34,G=112.34,H=122.34,I=132.34,J=142.34}
[19:05:58.825] {A=46.8894,B=56.8894,C=66.8894,D=76.8894,E=86.8894,F=96.8894,G=106.889,H=116.889,I=126.889,J=136.889}
[19:05:58.833] {A=41.2538,B=51.2538,C=61.2538,D=71.2538,E=81.2538,F=91.2538,G=101.254,H=111.254,I=121.254,J=131.254}
[19:05:58.845] {A=35.4555,B=45.4555,C=55.4555,D=65.4555,E=75.4555,F=85.4555,G=95.4555,H=105.456,I=115.456,J=125.456}
[19:05:58.862] {A=29.5175,B=39.5175,C=49.5175,D=59.5175,E=69.5175,F=79.5175,G=89.5175,H=99.5175,I=109.517,J=119.517}
[19:05:58.867] {A=23.4631,B=33.4631,C=43.4631,D=53.4631,E=63.4631,F=73.4631,G=83.4631,H=93.4631,I=103.463,J=113.463}
[19:05:58.884] {A=17.3161,B=27.3161,C=37.3161,D=47.3161,E=57.3161,F=67.3161,G=77.3161,H=87.3161,I=97.3161,J=107.316}
[19:05:58.885] {A=11.1009,B=21.1009,C=31.1009,D=41.1009,E=51.1009,F=61.1009,G=71.1009,H=81.1009,I=91.1009,J=101.101}
[19:05:58.897] {A=4.84196,B=14.842,C=24.842,D=34.842,E=44.842,F=54.842,G=64.842,H=74.842,I=84.842,J=94.842}
[19:05:58.911] {A=-1.4361,B=8.5639,C=18.5639,D=28.5639,E=38.5639,F=48.5639,G=58.5639,H=68.5639,I=78.5639,J=88.5639}
[19:05:58.914] {A=-7.70849,B=2.29151,C=12.2915,D=22.2915,E=32.2915,F=42.2915,G=52.2915,H=62.2915,I=72.2915,J=82.2915}
[19:05:58.931] {A=-13.9505,B=-3.9505,C=6.0495,D=16.0495,E=26.0495,F=36.0495,G=46.0495,H=56.0495,I=66.0495,J=76.0495}
[19:05:58.936] {A=-20.1375,B=-10.1375,C=-0.137502,D=9.8625,E=19.8625,F=29.8625,G=39.8625,H=49.8625,I=59.8625,J=69.8625}
[19:05:58.951] {A=-26.2451,B=-16.2451,C=-6.24511,D=3.75489,E=13.7549,F=23.7549,G=33.7549,H=43.7549,I=53.7549,J=63.7549}
[19:05:58.954] {A=-32.2492,B=-22.2492,C=-12.2492,D=-2.24925,E=7.75075,F=17.7508,G=27.7508,H=37.7508,I=47.7508,J=57.7508}
[19:05:58.973] {A=-38.1262,B=-28.1262,C=-18.1262,D=-8.12624,E=1.87376,F=11.8738,G=21.8738,H=31.8738,I=41.8738,J=51.8738}
[19:05:58.974] {A=-43.8529,B=-33.8529,C=-23.8529,D=-13.8529,E=-3.85292,F=6.14708,G=16.1471,H=26.1471,I=36.1471,J=46.1471}
[19:05:58.983] {A=-49.4067,B=-39.4067,C=-29.4067,D=-19.4067,E=-9.40671,F=0.59329,G=10.5933,H=20.5933,I=30.5933,J=40.5933}
[19:05:58.995] {A=-54.7657,B=-44.7657,C=-34.7657,D=-24.7657,E=-14.7657,F=-4.76571,G=5.23429,H=15.2343,I=25.2343,J=35.2343}
[19:05:59.014] {A=-59.9088,B=-49.9088,C=-39.9088,D=-29.9088,E=-19.9088,F=-9.90879,G=0.0912083,H=10.0912,I=20.0912,J=30.0912}
[19:05:59.015] {A=-64.8157,B=-54.8157,C=-44.8157,D=-34.8157,E=-24.8157,F=-14.8157,G=-4.81568,H=5.18432,I=15.1843,J=25.1843}
[19:05:59.023] {A=-69.467,B=-59.467,C=-49.467,D=-39.467,E=-29.467,F=-19.467,G=-9.46703,H=0.532967,I=10.533,J=20.533}
[19:05:59.035] {A=-73.8445,B=-63.8445,C=-53.8445,D=-43.8445,E=-33.8445,F=-23.8445,G=-13.8445,H=-3.84451,I=6.15549,J=16.1555}
[19:05:59.053] {A=-77.9308,B=-67.9308,C=-57.9308,D=-47.9308,E=-37.9308,F=-27.9308,G=-17.9308,H=-7.93085,I=2.06915,J=12.0692}
[19:05:59.054] {A=-81.7099,B=-71.7099,C=-61.7099,D=-51.7099,E=-41.7099,F=-31.7099,G=-21.7099,H=-11.7099,I=-1.70994,J=8.29006}
[19:05:59.066] {A=-85.1669,B=-75.1669,C=-65.1669,D=-55.1669,E=-45.1669,F=-35.1669,G=-25.1669,H=-15.1669,I=-5.16689,J=4.83311}
[19:05:59.079] {A=-88.2881,B=-78.2881,C=-68.2881,D=-58.2881,E=-48.2881,F=-38.2881,G=-28.2881,H=-18.2881,I=-8.28806,J=1.71194}
[19:05:59.086] {A=-91.0612,B=-81.0612,C=-71.0612,D=-61.0612,E=-51.0612,F=-41.0612,G=-31.0612,H=-21.0612,I=-11.0612,J=-1.06116}
[19:05:59.098] {A=-93.4752,B=-83.4752,C=-73.4752,D=-63.4752,E=-53.4752,F=-43.4752,G=-33.4752,H=-23.4752,I=-13.4752,J=-3.47524}
[19:05:59.106] {A=-95.5208,B=-85.5208,C=-75.5208,D=-65.5208,E=-55.5208,F=-45.5208,G=-35.5208,H=-25.5208,I=-15.5208,J=-5.52079}
[19:05:59.119] {A=-97.1897,B=-87.1897,C=-77.1897,D=-67.1897,E=-57.1897,F=-47.1897,G=-37.1897,H=-27.1897,I=-17.1897,J=-7.18975}
[19:05:59.128] {A=-98.4755,B=-88.4755,C=-78.4755,D=-68.4755,E=-58.4755,F=-48.4755,G=-38.4755,H=-28.4755,I=-18.4755,J=-8.47553}
[19:05:59.140] {A=-99.3731,B=-89.3731,C=-79.3731,D=-69.3731,E=-59.3731,F=-49.3731,G=-39.3731,H=-29.3731,I=-19.3731,J=-9.37307}
[19:05:59.143] {A=-99.8788,B=-89.8788,C=-79.8788,D=-69.8788,E=-59.8788,F=-49.8788,G=-39.8788,H=-29.8788,I=-19.8788,J=-9.87882}
[19:05:59.160] {A=-99.9908,B=-89.9908,C=-79.9908,D=-69.9908,E=-59.9908,F=-49.9908,G=-39.9908,H=-29.9908,I=-19.9908,J=-9.9908}
[19:05:59.168] {A=-99.7086,B=-89.7086,C=-79.7086,D=-69.7086,E=-59.7086,F=-49.7086,G=-39.7086,H=-29.7086,I=-19.7086,J=-9.70856}
[19:05:59.186] {A=-99.0332,B=-89.0332,C=-79.0332,D=-69.0332,E=-59.0332,F=-49.0332,G=-39.0332,H=-29.0332,I=-19.0332,J=-9.03321}
[19:05:59.186] {A=-97.9674,B=-87.9674,C=-77.9674,D=-67.9674,E=-57.9674,F=-47.9674,G=-37.9674,H=-27.9674,I=-17.9674,J=-7.96743}
[19:05:59.195] {A=-96.5154,B=-86.5154,C=-76.5154,D=-66.5154,E=-56.5154,F=-46.5154,G=-36.5154,H=-26.5154,I=-16.5154,J=-6.5154}
[19:05:59.211] {A=-94.6829,B=-84.6829,C=-74.6829,D=-64.6829,E=-54.6829,F=-44.6829,G=-34.6829,H=-24.6829,I=-14.6829,J=-4.68285}
[19:05:59.216] {A=-92.477,B=-82.477,C=-72.477,D=-62.477,E=-52.477,F=-42.477,G=-32.477,H=-22.477,I=-12.477,J=-2.47702}
[19:05:59.223] {A=-89.9066,B=-79.9066,C=-69.9066,D=-59.9066,E=-49.9066,F=-39.9066,G=-29.9066,H=-19.9066,I=-9.90659,J=0.0934143}
[19:05:59.236] {A=-86.9817,B=-76.9817,C=-66.9817,D=-56.9817,E=-46.9817,F=-36.9817,G=-26.9817,H=-16.9817,I=-6.98169,J=3.01831}
[19:05:59.246] {A=-83.7139,B=-73.7139,C=-63.7139,D=-53.7139,E=-43.7139,F=-33.7139,G=-23.7139,H=-13.7139,I=-3.71387,J=6.28613}
[19:05:59.259] {A=-80.116,B=-70.116,C=-60.116,D=-50.116,E=-40.116,F=-30.116,G=-20.116,H=-10.116,I=-0.116007,J=9.88399}
[19:05:59.268] {A=-76.2023,B=-66.2023,C=-56.2023,D=-46.2023,E=-36.2023,F=-26.2023,G=-16.2023,H=-6.20228,I=3.79772,J=13.7977}
[19:05:59.282] {A=-71.9881,B=-61.9881,C=-51.9881,D=-41.9881,E=-31.9881,F=-21.9881,G=-11.9881,H=-1.98812,I=8.01188,J=18.0119}
[19:05:59.286] {A=-67.4901,B=-57.4901,C=-47.4901,D=-37.4901,E=-27.4901,F=-17.4901,G=-7.49015,H=2.50985,I=12.5099,J=22.5099}
[19:05:59.302] {A=-62.7261,B=-52.7261,C=-42.7261,D=-32.7261,E=-22.7261,F=-12.7261,G=-2.72609,H=7.27391,I=17.2739,J=27.2739}
[19:05:59.308] {A=-57.7147,B=-47.7147,C=-37.7147,D=-27.7147,E=-17.7147,F=-7.71473,G=2.28527,H=12.2853,I=22.2853,J=32.2853}
[19:05:59.326] {A=-52.4758,B=-42.4758,C=-32.4758,D=-22.4758,E=-12.4758,F=-2.47583,G=7.52417,H=17.5242,I=27.5242,J=37.5242}
[19:05:59.327] {A=-47.03,B=-37.03,C=-27.03,D=-17.03,E=-7.03004,F=2.96996,G=12.97,H=22.97,I=32.97,J=42.97}
[19:05:59.338] {A=-41.3988,B=-31.3988,C=-21.3988,D=-11.3988,E=-1.39883,F=8.60117,G=18.6012,H=28.6012,I=38.6012,J=48.6012}
[19:05:59.353] {A=-35.6044,B=-25.6044,C=-15.6044,D=-5.60441,E=4.39559,F=14.3956,G=24.3956,H=34.3956,I=44.3956,J=54.3956}
[19:05:59.357] {A=-29.6696,B=-19.6696,C=-9.66962,D=0.330384,E=10.3304,F=20.3304,G=30.3304,H=40.3304,I=50.3304,J=60.3304}
[19:05:59.374] {A=-23.6178,B=-13.6178,C=-3.61785,D=6.38215,E=16.3822,F=26.3822,G=36.3822,H=46.3822,I=56.3822,J=66.3822}
[19:05:59.376] {A=-17.473,B=-7.47296,C=2.52704,D=12.527,E=22.527,F=32.527,G=42.527,H=52.527,I=62.527,J=72.527}
[19:05:59.387] {A=-11.2592,B=-1.25919,C=8.74081,D=18.7408,E=28.7408,F=38.7408,G=48.7408,H=58.7408,I=68.7408,J=78.7408}
[19:05:59.399] {A=-5.00103,B=4.99897,C=14.999,D=24.999,E=34.999,F=44.999,G=54.999,H=64.999,I=74.999,J=84.999}
[19:05:59.407] {A=1.27685,B=11.2768,C=21.2768,D=31.2768,E=41.2768,F=51.2768,G=61.2768,H=71.2768,I=81.2768,J=91.2768}
[19:05:59.418] {A=7.54969,B=17.5497,C=27.5497,D=37.5497,E=47.5497,F=57.5497,G=67.5497,H=77.5497,I=87.5497,J=97.5497}
[19:05:59.430] {A=13.7928,B=23.7928,C=33.7928,D=43.7928,E=53.7928,F=63.7928,G=73.7928,H=83.7928,I=93.7928,J=103.793}
[19:05:59.441] {A=19.9815,B=29.9815,C=39.9815,D=49.9815,E=59.9815,F=69.9815,G=79.9815,H=89.9815,I=99.9815,J=109.981}
[19:05:59.455] {A=26.0914,B=36.0914,C=46.0914,D=56.0914,E=66.0914,F=76.0914,G=86.0914,H=96.0914,I=106.091,J=116.091}
[19:05:59.456] {A=32.0985,B=42.0985,C=52.0985,D=62.0985,E=72.0985,F=82.0985,G=92.0985,H=102.098,I=112.098,J=122.098}
[19:05:59.464] {A=37.979,B=47.979,C=57.979,D=67.979,E=77.979,F=87.979,G=97.979,H=107.979,I=117.979,J=127.979}
[19:05:59.487] {A=43.7097,B=53.7097,C=63.7097,D=73.7097,E=83.7097,F=93.7097,G=103.71,H=113.71,I=123.71,J=133.71}
[19:05:59.487] {A=49.2682,B=59.2682,C=69.2682,D=79.2682,E=89.2682,F=99.2682,G=109.268,H=119.268,I=129.268,J=139.268}
[19:05:59.497] {A=54.6324,B=64.6324,C=74.6324,D=84.6324,E=94.6324,F=104.632,G=114.632,H=124.632,I=134.632,J=144.632}
[19:05:59.511] {A=59.7812,B=69.7812,C=79.7812,D=89.7812,E=99.7812,F=109.781,G=119.781,H=129.781,I=139.781,J=149.781}
[19:05:59.516] {A=64.6943,B=74.6943,C=84.6943,D=94.6943,E=104.694,F=114.694,G=124.694,H=134.694,I=144.694,J=154.694}
[19:05:59.531] {A=69.3524,B=79.3524,C=89.3524,D=99.3524,E=109.352,F=119.352,G=129.352,H=139.352,I=149.352,J=159.352}
[19:05:59.534] {A=73.737,B=83.737,C=93.737,D=103.737,E=113.737,F=123.737,G=133.737,H=143.737,I=153.737,J=163.737}
[19:05:59.551] {A=77.8309,B=87.8309,C=97.8309,D=107.831,E=117.831,F=127.831,G=137.831,H=147.831,I=157.831,J=167.831}
[19:05:59.556] {A=81.618,B=91.618,C=101.618,D=111.618,E=121.618,F=131.618,G=141.618,H=151.618,I=161.618,J=171.618}
[19:05:59.570] {A=85.0833,B=95.0833,C=105.083,D=115.083,E=125.083,F=135.083,G=145.083,H=155.083,I=165.083,J=175.083}
[19:05:59.573] {A=88.2132,B=98.2132,C=108.213,D=118.213,E=128.213,F=138.213,G=148.213,H=158.213,I=168.213,J=178.213}
[19:05:59.591] {A=90.9952,B=100.995,C=110.995,D=120.995,E=130.995,F=140.995,G=150.995,H=160.995,I=170.995,J=180.995}
[19:05:59.596] {A=93.4185,B=103.419,C=113.419,D=123.419,E=133.419,F=143.419,G=153.419,H=163.419,I=173.419,J=183.419}
[19:05:59.610] {A=95.4735,B=105.474,C=115.474,D=125.474,E=135.474,F=145.474,G=155.474,H=165.474,I=175.474,J=185.474}
[19:05:59.613] {A=97.1521,B=107.152,C=117.152,D=127.152,E=137.152,F=147.152,G=157.152,H=167.152,I=177.152,J=187.152}
[19:05:59.630] {A=98.4477,B=108.448,C=118.448,D=128.448,E=138.448,F=148.448,G=158.448,H=168.448,I=178.448,J=188.448}
[19:05:59.638] {A=99.3551,B=109.355,C=119.355,D=129.355,E=139.355,F=149.355,G=159.355,H=169.355,I=179.355,J=189.355}
[19:05:59.654] {A=99.8709,B=109.871,C=119.871,D=129.871,E=139.871,F=149.871,G=159.871,H=169.871,I=179.871,J=189.871}
[19:05:59.655] {A=99.9928,B=109.993,C=119.993,D=129.993,E=139.993,F=149.993,G=159.993,H=169.993,I=179.993,J=189.993}
[19:05:59.664] {A=99.7206,B=109.721,C=119.721,D=129.721,E=139.721,F=149.721,G=159.721,H=169.721,I=179.721,J=189.721}
[19:05:59.679] {A=99.0552,B=109.055,C=119.055,D=129.055,E=139.055,F=149.055,G=159.055,H=169.055,I=179.055,J=189.055}
[19:05:59.684] {A=97.9993,B=107.999,C=117.999,D=127.999,E=137.999,F=147.999,G=157.999,H=167.999,I=177.999,J=187.999}
[19:05:59.700] {A=96.557,B=106.557,C=116.557,D=126.557,E=136.557,F=146.557,G=156.557,H=166.557,I=176.557,J=186.557}
[19:05:59.705] {A=94.734,B=104.734,C=114.734,D=124.734,E=134.734,F=144.734,G=154.734,H=164.734,I=174.734,J=184.734}
[19:05:59.723] {A=92.5375,B=102.538,C=112.538,D=122.538,E=132.538,F=142.538,G=152.538,H=162.538,I=172.538,J=182.538}
[19:05:59.724] {A=89.9762,B=99.9762,C=109.976,D=119.976,E=129.976,F=139.976,G=149.976,H=159.976,I=169.976,J=179.976}
[19:05:59.735] {A=87.0602,B=97.0602,C=107.06,D=117.06,E=127.06,F=137.06,G=147.06,H=157.06,I=167.06,J=177.06}
[19:05:59.748] {A=83.8009,B=93.8009,C=103.801,D=113.801,E=123.801,F=133.801,G=143.801,H=153.801,I=163.801,J=173.801}
[19:05:59.754] {A=80.2112,B=90.2112,C=100.211,D=110.211,E=120.211,F=130.211,G=140.211,H=150.211,I=160.211,J=170.211}
[19:05:59.775] {A=76.3053,B=86.3053,C=96.3053,D=106.305,E=116.305,F=126.305,G=136.305,H=146.305,I=156.305,J=166.305}
[19:05:59.775] {A=72.0986,B=82.0986,C=92.0986,D=102.099,E=112.099,F=122.099,G=132.099,H=142.099,I=152.099,J=162.099}
[19:05:59.788] {A=67.6076,B=77.6076,C=87.6076,D=97.6076,E=107.608,F=117.608,G=127.608,H=137.608,I=147.608,J=157.608}
[19:05:59.802] {A=62.85,B=72.85,C=82.85,D=92.85,E=102.85,F=112.85,G=122.85,H=132.85,I=142.85,J=152.85}
[19:05:59.806] {A=57.8447,B=67.8447,C=77.8447,D=87.8447,E=97.8447,F=107.845,G=117.845,H=127.845,I=137.845,J=147.845}
[19:05:59.815] {A=52.6113,B=62.6113,C=72.6113,D=82.6113,E=92.6113,F=102.611,G=112.611,H=122.611,I=132.611,J=142.611}
[19:05:59.840] {A=47.1705,B=57.1705,C=67.1705,D=77.1705,E=87.1705,F=97.1705,G=107.171,H=117.171,I=127.171,J=137.171}
[19:05:59.841] {A=41.5438,B=51.5438,C=61.5438,D=71.5438,E=81.5438,F=91.5438,G=101.544,H=111.544,I=121.544,J=131.544}
[19:05:59.847] {A=35.7532,B=45.7532,C=55.7532,D=65.7532,E=75.7532,F=85.7532,G=95.7532,H=105.753,I=115.753,J=125.753}
[19:05:59.855] {A=29.8217,B=39.8217,C=49.8217,D=59.8217,E=69.8217,F=79.8217,G=89.8217,H=99.8217,I=109.822,J=119.822}
[19:05:59.872] {A=23.7726,B=33.7726,C=43.7726,D=53.7726,E=63.7726,F=73.7726,G=83.7726,H=93.7726,I=103.773,J=113.773}
[19:05:59.876] {A=17.6298,B=27.6298,C=37.6298,D=47.6298,E=57.6298,F=67.6298,G=77.6298,H=87.6298,I=97.6298,J=107.63}
[19:05:59.892] {A=11.4174,B=21.4174,C=31.4174,D=41.4174,E=51.4174,F=61.4174,G=71.4174,H=81.4174,I=91.4174,J=101.417}
[19:05:59.896] {A=5.16009,B=15.1601,C=25.1601,D=35.1601,E=45.1601,F=55.1601,G=65.1601,H=75.1601,I=85.1601,J=95.1601}
[19:05:59.912] {A=-1.1176,B=8.8824,C=18.8824,D=28.8824,E=38.8824,F=48.8824,G=58.8824,H=68.8824,I=78.8824,J=88.8824}
[19:05:59.913] {A=-7.39087,B=2.60913,C=12.6091,D=22.6091,E=32.6091,F=42.6091,G=52.6091,H=62.6091,I=72.6091,J=82.6091}
[19:05:59.932] {A=-13.635,B=-3.63501,C=6.36499,D=16.365,E=26.365,F=36.365,G=46.365,H=56.365,I=66.365,J=76.365}
[19:05:59.937] {A=-19.8254,B=-9.82539,C=0.174605,D=10.1746,E=20.1746,F=30.1746,G=40.1746,H=50.1746,I=60.1746,J=70.1746}
[19:05:59.945] {A=-25.9376,B=-15.9376,C=-5.93761,D=4.06239,E=14.0624,F=24.0624,G=34.0624,H=44.0624,I=54.0624,J=64.0624}
[19:05:59.955] {A=-31.9476,B=-21.9476,C=-11.9476,D=-1.94757,E=8.05243,F=18.0524,G=28.0524,H=38.0524,I=48.0524,J=58.0524}
[19:05:59.964] {A=-37.8316,B=-27.8316,C=-17.8316,D=-7.83158,E=2.16842,F=12.1684,G=22.1684,H=32.1684,I=42.1684,J=52.1684}
[19:05:59.977] {A=-43.5664,B=-33.5664,C=-23.5664,D=-13.5664,E=-3.56643,F=6.43357,G=16.4336,H=26.4336,I=36.4336,J=46.4336}
[19:05:59.987] {A=-49.1295,B=-39.1295,C=-29.1295,D=-19.1295,E=-9.12952,F=0.870479,G=10.8705,H=20.8705,I=30.8705,J=40.8705}
[19:05:59.999] {A=-54.4989,B=-44.4989,C=-34.4989,D=-24.4989,E=-14.4989,F=-4.49892,G=5.50108,H=15.5011,I=25.5011,J=35.5011}
[19:06:00.006] {A=-59.6534,B=-49.6534,C=-39.6534,D=-29.6534,E=-19.6534,F=-9.65345,G=0.346554,H=10.3466,I=20.3466,J=30.3466}
[19:06:00.018] {A=-64.5728,B=-54.5728,C=-44.5728,D=-34.5728,E=-24.5728,F=-14.5728,G=-4.57279,H=5.42721,I=15.4272,J=25.4272}
[19:06:00.026] {A=-69.2376,B=-59.2376,C=-49.2376,D=-39.2376,E=-29.2376,F=-19.2376,G=-9.23755,H=0.762448,I=10.7624,J=20.7624}
[19:06:00.037] {A=-73.6293,B=-63.6293,C=-53.6293,D=-43.6293,E=-33.6293,F=-23.6293,G=-13.6293,H=-3.62934,I=6.37066,J=16.3707}
